customer_id,gender,occupation,annual_salary_gbp,credit_card_utilization_pct,on_time_payment_ratio_pct,mortgage_status,rent_payment_monthly_gbp,rent_on_time_rate_pct,utility_bills_on_time_pct,mobile_money_active,mobile_money_tx_monthly,mobile_money_age_days,preferred_loan_term_months,existing_loans_count,months_credit_history,default_next_12m
CUST-003639,Male,Self-Employed,12019,44.4,54.2,Current,0,100.0,59.1,True,12,690,6,1,139,0
CUST-003640,Male,Skilled,51424,49.8,55.5,None,300,50.0,63.1,True,7,1671,60,0,45,1
CUST-003641,Male,Professional,63175,46.2,69.9,Current,0,100.0,69.7,True,8,1711,12,3,104,1
CUST-003642,Female,Professional,54588,50.2,70.3,None,320,68.6,83.6,False,0,0,24,1,88,0
CUST-003643,Male,Skilled,42761,67.8,58.3,Current,0,100.0,67.3,True,9,712,24,0,237,0
CUST-003644,Male,Clerical,23492,26.8,64.3,None,300,72.1,77.5,True,11,1105,36,0,70,0
CUST-003645,Female,Self-Employed,55351,43.6,53.4,None,300,48.9,32.8,True,11,1037,24,1,31,0
CUST-003646,Male,Skilled,29500,27.7,65.3,None,400,64.3,63.0,False,0,0,12,0,44,0
CUST-003647,Female,Skilled,30080,11.7,79.1,None,300,85.3,82.4,False,0,0,60,0,6,0
CUST-003648,Male,Self-Employed,50937,46.2,68.4,None,300,70.4,88.4,True,10,1417,36,1,7,0
CUST-003649,Female,Professional,79378,39.1,83.2,PaidOff,0,100.0,73.7,True,11,1392,6,3,2,0
CUST-003650,Other,Clerical,27173,22.8,51.7,None,300,53.0,44.5,True,19,1644,36,0,6,0
CUST-003651,Female,Professional,67769,20.7,76.4,PaidOff,0,100.0,92.5,True,12,1489,36,1,8,1
CUST-003652,Male,Professional,54991,56.7,60.0,Current,0,100.0,70.5,True,15,652,36,0,240,0
CUST-003653,Female,Clerical,22907,22.0,64.1,None,320,76.2,46.4,True,13,621,36,2,12,0
CUST-003654,Male,Professional,57114,49.5,59.6,Current,0,100.0,71.6,True,17,1118,12,0,134,1
CUST-003655,Male,Professional,80545,37.6,86.6,None,300,93.6,91.9,True,6,1314,24,0,255,0
CUST-003656,Male,Clerical,34344,26.0,69.0,None,410,59.7,81.8,True,8,175,36,0,124,0
CUST-003657,Male,Skilled,42163,63.7,75.8,None,300,73.7,86.3,True,9,957,24,1,20,0
CUST-003658,Female,Clerical,38065,36.0,68.2,None,300,69.1,90.2,True,8,1464,24,1,40,0
CUST-003659,Female,Unemployed,11855,61.4,53.2,None,300,63.3,34.0,True,6,138,60,1,24,0
CUST-003660,Female,Clerical,33096,15.1,56.0,None,300,61.4,72.1,True,14,1245,36,2,2,0
CUST-003661,Female,Clerical,24686,19.1,72.2,None,300,74.8,85.1,True,13,52,12,1,20,0
CUST-003662,Female,Skilled,36741,32.0,65.8,None,300,62.6,84.8,True,14,1402,60,2,75,0
CUST-003663,Male,Clerical,25061,64.2,60.9,Current,0,100.0,69.9,False,0,0,6,0,8,0
CUST-003664,Male,Professional,53763,17.8,79.1,None,300,68.2,95.4,True,15,1628,12,1,52,0
CUST-003665,Female,Clerical,23355,9.3,62.4,None,300,69.7,47.7,False,0,0,24,1,160,0
CUST-003666,Male,Professional,68949,32.0,68.7,None,300,79.2,68.9,True,12,1555,36,0,114,0
CUST-003667,Female,Professional,57812,13.2,68.7,None,300,83.7,82.4,False,0,0,36,2,182,0
CUST-003668,Male,Clerical,29338,44.9,75.2,None,300,72.4,75.6,True,18,1024,12,0,115,0
CUST-003669,Male,Clerical,21556,12.3,57.4,None,320,68.4,63.5,True,8,1640,60,2,0,0
CUST-003670,Male,Skilled,31706,62.0,49.8,PaidOff,0,100.0,42.8,True,12,875,6,2,55,0
CUST-003671,Male,Skilled,38102,26.8,73.4,None,300,79.6,85.3,False,0,0,36,0,60,0
CUST-003672,Male,Skilled,21661,24.9,57.2,Current,0,100.0,67.5,True,15,1210,24,1,37,0
CUST-003673,Female,Self-Employed,58188,39.5,74.6,None,300,80.1,67.2,True,8,108,6,1,44,1
CUST-003674,Male,Professional,73474,62.1,61.4,PaidOff,0,100.0,61.5,False,0,0,6,2,39,0
CUST-003675,Female,Skilled,44529,19.5,82.5,Current,0,100.0,80.4,False,0,0,12,1,102,0
CUST-003676,Male,Professional,73926,58.8,57.1,None,300,66.8,47.4,True,10,801,12,1,48,0
CUST-003677,Male,Skilled,37082,52.1,56.9,None,300,62.1,66.1,True,8,1354,36,0,60,0
CUST-003678,Male,Skilled,39952,24.8,54.4,None,300,66.2,46.1,False,0,0,12,1,19,0
CUST-003679,Female,Professional,69677,50.2,71.3,None,300,84.3,72.3,True,7,651,6,0,24,0
CUST-003680,Male,Skilled,26391,42.8,62.0,None,300,62.1,56.6,False,0,0,24,2,10,1
CUST-003681,Female,Unemployed,10605,28.9,63.8,None,390,65.2,64.8,True,20,1255,12,0,32,0
CUST-003682,Male,Clerical,23737,51.7,66.8,None,300,79.1,94.4,True,16,424,12,1,51,0
CUST-003683,Female,Self-Employed,69703,86.2,66.8,None,300,73.0,66.7,True,13,782,60,1,122,1
CUST-003684,Male,Clerical,24850,29.7,60.0,None,300,67.0,52.5,True,15,1295,24,0,94,0
CUST-003685,Female,Self-Employed,40114,10.3,76.2,None,390,89.3,54.7,False,0,0,36,0,99,0
CUST-003686,Female,Professional,50354,52.8,61.6,None,300,58.6,63.5,False,0,0,36,0,20,1
CUST-003687,Female,Skilled,34871,7.5,73.8,Current,0,100.0,95.5,True,8,347,6,1,29,0
CUST-003688,Male,Clerical,13314,71.2,57.9,None,380,76.7,72.8,True,12,1047,36,1,48,1
CUST-003689,Male,Self-Employed,69887,31.1,79.1,Current,0,100.0,93.2,False,0,0,36,1,143,0
CUST-003690,Male,Skilled,42669,68.4,58.1,Current,0,100.0,66.4,True,6,1070,12,1,51,1
CUST-003691,Female,Professional,60596,50.7,60.7,None,300,66.4,82.9,False,0,0,6,0,135,1
CUST-003692,Female,Unemployed,11512,69.5,66.2,None,300,68.2,70.7,True,14,1256,24,1,86,1
CUST-003693,Female,Professional,53472,18.5,73.0,None,300,64.2,73.4,True,14,1495,24,1,76,1
CUST-003694,Male,Professional,62821,46.4,62.5,None,370,50.6,53.6,True,7,149,12,0,71,0
CUST-003695,Male,Skilled,29133,59.0,45.2,Current,0,100.0,53.6,False,0,0,12,4,46,1
CUST-003696,Male,Skilled,25754,18.4,79.9,None,300,87.8,83.9,False,0,0,36,1,91,0
CUST-003697,Other,Self-Employed,53465,25.3,70.2,None,300,60.9,72.7,False,0,0,24,1,222,0
CUST-003698,Female,Skilled,37159,51.8,76.9,None,310,82.6,79.2,True,18,854,12,1,27,0
CUST-003699,Female,Skilled,24167,37.9,62.5,None,300,67.2,60.1,True,6,1299,36,0,51,0
CUST-003700,Male,Professional,55067,41.5,75.4,Current,0,100.0,83.0,True,13,770,24,1,360,0
CUST-003701,Female,Clerical,33832,29.7,78.9,None,320,76.8,85.4,True,7,171,24,1,288,0
CUST-003702,Female,Skilled,32211,57.7,59.8,None,310,58.6,59.9,False,0,0,12,1,28,0
CUST-003703,Male,Professional,72464,20.3,79.8,None,460,79.4,79.0,False,0,0,12,3,27,0
CUST-003704,Female,Unemployed,8000,77.9,45.3,None,300,51.8,66.9,True,13,1165,12,0,120,1
CUST-003705,Female,Professional,67924,23.1,74.4,None,300,82.1,90.1,True,11,495,24,0,0,0
CUST-003706,Female,Clerical,29147,20.5,67.4,None,340,86.5,68.5,True,11,1262,6,1,54,0
CUST-003707,Female,Unemployed,8016,16.8,55.7,None,320,65.0,60.3,False,0,0,24,0,212,0
CUST-003708,Male,Professional,63394,63.1,76.4,Current,0,100.0,97.0,True,11,309,24,1,180,0
CUST-003709,Male,Professional,68698,29.7,73.1,Current,0,100.0,67.0,True,16,1323,6,1,166,0
CUST-003710,Other,Skilled,33458,88.2,70.7,None,300,81.1,60.2,True,15,1053,6,1,53,0
CUST-003711,Male,Professional,62488,16.2,77.3,None,300,86.5,100.0,True,8,1396,36,0,6,0
CUST-003712,Female,Self-Employed,27846,63.9,54.0,PaidOff,0,100.0,69.5,False,0,0,12,0,15,1
CUST-003713,Female,Skilled,38837,79.1,63.4,Current,0,100.0,43.9,True,10,1398,36,0,81,0
CUST-003714,Female,Unemployed,13228,41.8,56.6,None,300,54.6,42.2,True,11,682,60,1,25,1
CUST-003715,Other,Self-Employed,24548,21.2,76.4,None,300,84.7,77.9,True,13,1306,6,2,41,0
CUST-003716,Male,Self-Employed,31413,53.5,51.5,None,300,58.3,58.2,True,6,1488,24,1,141,0
CUST-003717,Male,Professional,40473,77.0,67.1,Current,0,100.0,60.6,False,0,0,36,0,144,0
CUST-003718,Male,Professional,71142,52.0,64.1,None,300,68.2,83.7,False,0,0,12,1,40,0
CUST-003719,Male,Professional,45808,49.5,62.0,Current,0,100.0,78.7,True,9,736,24,0,49,0
CUST-003720,Male,Clerical,29014,21.6,68.1,None,300,67.8,72.5,True,14,1423,36,0,70,0
CUST-003721,Male,Professional,71846,52.4,78.9,Current,0,100.0,75.3,True,11,1641,24,0,93,0
CUST-003722,Female,Self-Employed,55649,51.3,66.2,None,300,84.7,65.7,True,14,1042,6,0,11,0
CUST-003723,Female,Skilled,40950,30.7,55.9,None,320,65.8,59.3,False,0,0,36,2,11,0
CUST-003724,Male,Clerical,16945,20.3,65.3,None,490,70.8,79.8,True,11,1266,24,1,77,0
CUST-003725,Male,Skilled,36942,47.1,56.6,None,300,68.9,53.8,True,12,493,12,0,162,0
CUST-003726,Female,Skilled,39567,25.9,62.3,None,300,74.3,68.6,False,0,0,24,2,35,0
CUST-003727,Male,Professional,71393,53.2,71.7,None,300,74.0,56.6,True,13,1061,12,3,16,0
CUST-003728,Male,Professional,71848,70.2,62.2,Current,0,100.0,57.4,True,11,284,24,0,26,0
CUST-003729,Male,Skilled,34582,26.0,71.0,None,300,84.4,67.0,True,9,33,24,4,131,0
CUST-003730,Female,Clerical,25349,51.4,66.4,None,300,58.5,63.4,False,0,0,36,1,51,0
CUST-003731,Male,Professional,63816,89.4,73.5,Current,0,100.0,74.1,False,0,0,6,2,169,0
CUST-003732,Other,Self-Employed,23008,37.2,52.8,None,320,47.7,52.8,False,0,0,36,2,155,0
CUST-003733,Male,Self-Employed,27499,14.1,72.2,None,300,74.4,70.3,True,15,1767,60,1,88,0
CUST-003734,Female,Professional,64135,51.8,54.4,None,310,68.3,39.6,True,14,967,12,0,28,0
CUST-003735,Male,Clerical,20971,44.5,75.6,None,300,68.9,65.5,True,6,1063,36,2,44,1
CUST-003736,Male,Skilled,26298,15.9,74.2,None,300,75.3,86.8,False,0,0,36,1,102,0
CUST-003737,Female,Professional,46771,40.7,74.3,None,300,67.1,75.2,False,0,0,24,0,53,0
CUST-003738,Female,Self-Employed,52426,4.3,76.1,Current,0,100.0,60.4,True,8,1316,12,1,11,0
CUST-003739,Female,Unemployed,11064,8.7,62.8,None,340,63.6,55.6,False,0,0,36,1,26,0
CUST-003740,Female,Clerical,26888,31.5,50.2,None,300,50.9,51.1,False,0,0,12,0,113,0
CUST-003741,Female,Unemployed,9019,32.4,66.3,None,300,69.8,82.9,False,0,0,24,1,11,0
CUST-003742,Female,Clerical,22509,33.4,42.9,None,300,49.6,72.3,True,6,1148,6,1,81,1
CUST-003743,Female,Clerical,13902,18.8,58.9,None,300,63.0,59.6,True,10,1626,24,0,360,1
CUST-003744,Male,Skilled,42750,40.7,54.6,None,300,67.0,61.8,True,22,32,36,0,56,1
CUST-003745,Male,Professional,60117,38.9,66.5,None,300,76.2,74.4,True,10,223,12,3,234,0
CUST-003746,Male,Professional,72458,23.3,77.0,Current,0,100.0,64.2,False,0,0,12,0,57,0
CUST-003747,Female,Skilled,30498,42.1,68.1,Current,0,100.0,69.8,True,10,1303,6,2,29,0
CUST-003748,Male,Clerical,35885,48.3,75.1,None,300,84.5,74.3,False,0,0,12,0,159,0
CUST-003749,Male,Skilled,39500,28.4,73.5,None,300,81.0,77.8,True,7,1515,24,0,5,1
CUST-003750,Female,Clerical,25274,51.0,62.5,None,300,60.7,46.3,False,0,0,24,1,15,0
CUST-003751,Female,Professional,52767,34.2,65.6,Current,0,100.0,65.9,True,14,1679,24,0,289,0
CUST-003752,Female,Skilled,39322,19.3,73.5,None,300,81.1,79.2,True,13,893,24,1,9,1
CUST-003753,Male,Skilled,42932,12.8,74.0,Current,0,100.0,58.4,False,0,0,12,1,35,0
CUST-003754,Female,Professional,38108,34.0,66.0,Current,0,100.0,74.4,False,0,0,6,1,293,1
CUST-003755,Male,Unemployed,9595,57.0,59.4,None,300,70.0,51.8,True,13,1797,36,1,101,0
CUST-003756,Male,Clerical,25288,44.2,64.5,None,540,61.1,80.1,False,0,0,36,1,28,1
CUST-003757,Male,Professional,70416,18.2,77.5,PaidOff,0,100.0,80.7,True,12,1745,24,1,2,0
CUST-003758,Male,Clerical,15935,66.1,65.4,None,300,70.6,66.0,True,13,1651,12,0,99,0
CUST-003759,Male,Skilled,44401,47.5,70.5,Current,0,100.0,86.7,False,0,0,60,1,164,0
CUST-003760,Female,Skilled,43895,30.9,69.9,Arrears,0,100.0,85.7,False,0,0,24,0,141,0
CUST-003761,Male,Unemployed,12325,22.6,66.8,None,450,78.2,76.3,True,19,1038,60,1,5,1
CUST-003762,Female,Clerical,22031,33.8,58.2,None,300,56.1,67.1,False,0,0,24,0,45,0
CUST-003763,Female,Self-Employed,58835,8.6,68.7,None,320,76.8,76.2,True,28,845,24,1,14,0
CUST-003764,Male,Unemployed,8000,35.9,57.1,None,300,73.9,44.1,True,17,515,12,0,12,1
CUST-003765,Female,Professional,39639,73.4,79.0,Current,0,100.0,72.7,True,9,1524,24,0,9,0
CUST-003766,Male,Professional,68730,50.8,63.0,None,340,79.2,65.5,False,0,0,24,2,148,0
CUST-003767,Female,Skilled,37511,33.9,56.7,Current,0,100.0,61.2,True,13,1724,24,2,18,0
CUST-003768,Male,Self-Employed,60300,36.2,51.7,None,300,69.3,41.3,True,9,1819,12,3,22,1
CUST-003769,Male,Self-Employed,26485,27.8,55.1,Current,0,100.0,67.7,False,0,0,36,1,200,0
CUST-003770,Male,Self-Employed,36816,15.3,79.6,None,300,84.4,88.2,True,8,101,12,0,2,0
CUST-003771,Female,Skilled,34514,37.6,73.4,PaidOff,0,100.0,79.1,True,12,1673,24,0,90,0
CUST-003772,Female,Clerical,30820,26.9,74.2,None,300,79.7,86.2,True,16,1446,6,0,11,1
CUST-003773,Male,Clerical,19494,42.7,58.9,None,300,69.3,80.1,True,12,772,24,1,48,0
CUST-003774,Female,Skilled,48186,42.3,69.8,None,300,83.5,68.9,False,0,0,12,0,20,0
CUST-003775,Female,Professional,56175,29.4,68.7,None,300,65.6,73.4,True,8,416,24,2,43,0
CUST-003776,Female,Clerical,23344,34.0,62.9,None,300,74.7,63.3,True,10,880,60,0,76,0
CUST-003777,Female,Clerical,26251,31.2,59.4,None,300,61.7,77.3,False,0,0,60,2,5,1
CUST-003778,Female,Clerical,19912,87.5,51.9,None,300,56.2,48.7,False,0,0,36,1,133,1
CUST-003779,Female,Professional,69699,18.3,80.4,Current,0,100.0,81.8,False,0,0,24,0,3,1
CUST-003780,Female,Professional,68154,52.8,78.2,Current,0,100.0,84.4,False,0,0,24,0,104,0
CUST-003781,Male,Clerical,22282,21.6,76.7,None,300,82.1,99.0,True,10,521,60,0,180,0
CUST-003782,Male,Unemployed,10855,51.3,43.2,None,480,40.5,45.7,True,12,1010,24,2,121,0
CUST-003783,Male,Unemployed,10939,18.4,63.2,None,330,69.2,76.0,False,0,0,60,1,0,0
CUST-003784,Female,Skilled,42570,12.3,73.5,None,300,84.6,71.8,True,17,1324,24,0,126,0
CUST-003785,Female,Self-Employed,58519,36.6,66.4,None,300,79.4,85.3,False,0,0,24,1,296,0
CUST-003786,Male,Professional,70005,26.6,75.1,None,300,74.6,79.8,False,0,0,36,0,150,0
CUST-003787,Female,Self-Employed,49273,41.5,62.2,None,430,76.1,61.0,True,18,548,6,1,106,0
CUST-003788,Male,Skilled,29174,63.8,55.2,None,300,73.3,59.7,True,12,816,12,3,2,1
CUST-003789,Male,Self-Employed,18997,41.0,67.7,None,300,60.9,76.9,False,0,0,24,0,21,1
CUST-003790,Other,Professional,58366,24.0,71.7,None,320,76.3,60.8,True,8,72,24,0,30,0
CUST-003791,Male,Self-Employed,46911,37.8,72.4,None,300,74.4,76.4,False,0,0,36,2,21,0
CUST-003792,Male,Clerical,28491,16.1,67.6,None,300,73.4,80.7,True,8,996,6,0,90,0
CUST-003793,Female,Professional,34692,49.1,69.2,None,300,85.9,63.6,False,0,0,24,2,64,1
CUST-003794,Female,Skilled,39055,24.3,65.0,None,300,84.3,66.1,False,0,0,36,0,86,0
CUST-003795,Male,Professional,78512,23.4,95.9,PaidOff,0,100.0,100.0,False,0,0,6,0,224,0
CUST-003796,Female,Skilled,56077,26.7,80.1,PaidOff,0,100.0,76.3,False,0,0,12,0,81,0
CUST-003797,Female,Skilled,49530,61.7,69.6,None,300,72.4,56.7,False,0,0,12,0,55,0
CUST-003798,Male,Skilled,33828,41.2,71.9,None,300,80.9,89.0,True,13,1592,36,2,75,0
CUST-003799,Male,Self-Employed,33302,33.0,78.1,None,390,72.3,74.8,False,0,0,60,2,2,0
CUST-003800,Female,Unemployed,11475,35.9,59.6,None,300,81.8,91.9,True,12,1817,6,0,98,0
CUST-003801,Male,Professional,74707,55.7,60.1,Current,0,100.0,70.5,True,11,691,12,0,2,0
CUST-003802,Female,Professional,78480,3.4,87.7,None,300,100.0,99.5,True,21,1054,24,1,181,0
CUST-003803,Female,Skilled,42780,58.2,56.9,None,300,53.9,59.8,False,0,0,12,0,57,0
CUST-003804,Other,Professional,50298,59.4,71.2,Current,0,100.0,65.4,True,12,1431,6,0,195,0
CUST-003805,Male,Self-Employed,21125,44.4,61.2,None,300,60.0,79.9,False,0,0,24,1,104,1
CUST-003806,Other,Skilled,49672,9.4,64.7,None,340,63.7,66.8,True,7,938,24,2,51,0
CUST-003807,Male,Clerical,25008,37.0,67.2,None,300,74.6,82.4,True,11,1110,24,0,4,0
CUST-003808,Male,Professional,53376,38.5,73.9,Current,0,100.0,78.7,True,8,1178,24,1,37,1
CUST-003809,Male,Clerical,19206,4.3,66.1,None,380,69.5,64.0,True,14,627,36,0,26,0
CUST-003810,Male,Unemployed,8371,35.0,52.8,None,300,54.4,32.5,False,0,0,6,0,89,0
CUST-003811,Female,Skilled,50751,41.8,63.9,None,300,79.1,49.5,True,7,575,60,0,8,1
CUST-003812,Male,Unemployed,9270,38.4,77.7,None,330,78.3,92.3,False,0,0,6,0,22,0
CUST-003813,Male,Professional,73677,39.3,67.7,Arrears,0,100.0,73.0,True,14,1320,24,0,158,1
CUST-003814,Female,Professional,69195,50.1,81.7,PaidOff,0,100.0,84.2,False,0,0,36,1,4,0
CUST-003815,Male,Unemployed,9825,39.0,51.0,None,300,60.6,55.3,False,0,0,24,1,21,0
CUST-003816,Female,Clerical,14155,23.4,62.4,None,300,62.1,73.2,True,2,1587,24,2,37,0
CUST-003817,Male,Professional,75043,37.5,62.5,None,300,59.2,76.2,True,11,1753,6,2,49,0
CUST-003818,Female,Skilled,32055,24.9,80.2,None,300,83.7,74.7,False,0,0,36,0,247,0
CUST-003819,Female,Skilled,24752,11.7,74.2,Current,0,100.0,88.2,True,8,1468,24,0,88,0
CUST-003820,Male,Clerical,14920,60.3,53.3,None,300,51.2,60.7,True,14,989,60,0,155,0
CUST-003821,Male,Self-Employed,50832,22.4,62.4,None,300,78.4,78.2,True,5,615,6,1,19,1
CUST-003822,Male,Professional,74674,6.8,76.6,None,300,77.6,85.9,False,0,0,36,1,81,0
CUST-003823,Female,Clerical,12289,77.9,64.2,None,300,59.7,57.1,False,0,0,6,1,29,0
CUST-003824,Male,Skilled,33822,26.8,56.7,PaidOff,0,100.0,44.7,True,18,1227,12,0,56,0
CUST-003825,Male,Clerical,28183,40.5,45.8,Current,0,100.0,64.8,True,16,1213,60,1,48,0
CUST-003826,Male,Skilled,39239,8.1,80.2,None,300,80.7,100.0,True,14,145,12,1,54,0
CUST-003827,Male,Skilled,33885,45.7,62.9,Current,0,100.0,72.1,False,0,0,12,0,2,1
CUST-003828,Female,Professional,63990,70.3,76.8,Current,0,100.0,86.1,True,13,1797,6,1,191,1
CUST-003829,Female,Skilled,45574,70.9,62.5,None,300,63.4,72.5,True,13,1147,36,0,116,0
CUST-003830,Male,Professional,70245,36.6,68.2,Current,0,100.0,80.0,True,7,1160,12,2,5,0
CUST-003831,Male,Professional,72765,27.6,71.8,None,300,82.1,98.0,True,6,810,12,3,306,0
CUST-003832,Female,Skilled,34505,41.5,77.6,None,300,87.0,72.3,True,15,119,36,0,50,0
CUST-003833,Female,Professional,49730,46.7,64.7,None,300,80.7,69.8,True,17,154,24,0,9,1
CUST-003834,Male,Clerical,27458,20.9,76.1,None,300,77.1,82.3,False,0,0,60,3,279,0
CUST-003835,Male,Professional,74604,43.5,63.1,Current,0,100.0,54.2,False,0,0,36,2,198,1
CUST-003836,Male,Skilled,32579,35.0,51.4,None,300,57.4,58.2,True,10,822,24,0,67,0
CUST-003837,Female,Unemployed,10699,20.3,53.9,None,300,52.5,40.1,True,7,275,24,0,42,0
CUST-003838,Male,Professional,64965,62.7,64.3,PaidOff,0,100.0,75.7,True,13,1787,24,2,13,0
CUST-003839,Female,Skilled,24700,66.5,65.6,None,300,83.4,70.6,False,0,0,6,0,11,0
CUST-003840,Female,Clerical,25053,32.3,64.9,None,300,80.6,88.7,True,9,1745,12,0,24,0
CUST-003841,Female,Professional,67090,43.6,72.3,None,300,78.8,63.4,False,0,0,6,2,185,0
CUST-003842,Male,Clerical,23211,11.9,72.7,None,300,73.4,77.7,False,0,0,6,2,4,1
CUST-003843,Male,Professional,78109,52.6,67.7,PaidOff,0,100.0,81.3,False,0,0,24,0,75,0
CUST-003844,Male,Professional,50045,38.8,63.8,Arrears,0,100.0,55.9,True,18,963,60,3,72,0
CUST-003845,Male,Self-Employed,74268,37.2,71.9,Current,0,100.0,72.7,True,5,788,12,1,56,0
CUST-003846,Female,Professional,64955,27.0,72.7,None,300,70.9,63.8,True,17,199,24,1,8,1
CUST-003847,Other,Skilled,36465,35.6,71.4,Arrears,0,100.0,69.1,True,12,951,24,0,41,1
CUST-003848,Female,Professional,75983,7.9,85.9,Current,0,100.0,74.2,True,7,880,36,0,66,0
CUST-003849,Female,Professional,47050,62.6,69.9,Current,0,100.0,82.9,False,0,0,24,1,73,1
CUST-003850,Male,Professional,92323,56.7,74.5,Current,0,100.0,72.9,True,7,1031,12,0,6,0
CUST-003851,Male,Skilled,32543,39.2,63.1,None,410,62.0,62.3,True,11,817,12,1,30,0
CUST-003852,Male,Clerical,31322,27.7,66.4,None,300,65.2,51.8,True,16,1219,36,0,31,0
CUST-003853,Female,Clerical,26014,49.9,51.1,None,320,50.9,63.6,True,9,442,12,0,29,1
CUST-003854,Female,Skilled,29856,54.4,58.6,None,300,78.5,49.8,True,5,356,24,2,297,0
CUST-003855,Female,Clerical,32111,24.7,66.6,None,300,76.0,55.1,True,11,1731,60,2,43,0
CUST-003856,Male,Self-Employed,49937,77.1,77.8,None,300,84.6,86.7,True,12,1280,24,0,62,0
CUST-003857,Male,Unemployed,19151,30.5,85.9,None,300,81.8,78.7,False,0,0,24,1,31,0
CUST-003858,Female,Skilled,41098,55.0,57.3,Current,0,100.0,56.9,True,17,361,36,2,41,0
CUST-003859,Male,Unemployed,8099,62.3,52.0,None,310,64.4,39.4,True,16,1667,24,2,31,0
CUST-003860,Female,Skilled,23160,21.2,59.8,PaidOff,0,100.0,65.4,True,16,90,12,1,226,0
CUST-003861,Female,Self-Employed,30842,33.5,76.8,Current,0,100.0,70.9,True,10,1535,12,2,168,0
CUST-003862,Female,Clerical,27538,42.7,62.0,None,300,70.9,70.1,True,11,1410,12,2,97,0
CUST-003863,Male,Self-Employed,36393,13.8,69.0,None,320,82.6,62.5,True,13,1767,12,0,56,0
CUST-003864,Male,Skilled,44106,22.0,64.2,Current,0,100.0,70.0,True,7,1169,12,2,7,0
CUST-003865,Male,Clerical,28175,38.3,80.7,None,330,81.3,67.8,True,7,731,12,0,5,0
CUST-003866,Male,Skilled,28022,34.5,62.0,None,310,51.5,70.2,False,0,0,24,1,47,0
CUST-003867,Male,Self-Employed,35862,44.7,55.1,Current,0,100.0,57.7,True,12,1795,12,0,360,0
CUST-003868,Female,Unemployed,8000,59.9,51.9,None,300,40.0,62.6,True,15,1822,6,0,152,0
CUST-003869,Female,Professional,69137,40.3,74.2,None,300,58.1,82.2,True,12,895,12,0,21,0
CUST-003870,Male,Skilled,41449,25.6,59.0,None,300,63.7,64.5,True,6,1307,12,1,88,0
CUST-003871,Male,Professional,57785,26.0,58.7,Current,0,100.0,56.8,True,20,321,60,2,64,0
CUST-003872,Male,Professional,45322,8.8,75.0,None,300,82.7,64.4,False,0,0,24,2,145,0
CUST-003873,Male,Unemployed,18437,50.7,67.2,None,300,77.6,74.6,True,13,1503,24,0,86,0
CUST-003874,Female,Skilled,40580,22.4,63.0,None,340,65.8,61.3,False,0,0,36,2,66,0
CUST-003875,Male,Skilled,40562,18.0,56.9,None,300,58.9,52.7,True,9,1676,12,0,132,0
CUST-003876,Male,Clerical,14754,46.0,56.3,None,300,65.7,50.0,True,12,337,24,2,74,0
CUST-003877,Male,Clerical,30344,24.7,69.3,None,360,74.7,74.0,True,8,622,12,1,17,0
CUST-003878,Female,Professional,77764,25.0,76.7,None,300,78.7,87.8,True,17,1818,12,0,200,0
CUST-003879,Female,Professional,69059,18.9,84.9,Current,0,100.0,73.2,True,8,329,24,1,115,0
CUST-003880,Male,Clerical,26804,45.8,67.9,None,300,79.4,61.8,True,22,1491,24,3,60,1
CUST-003881,Female,Professional,66634,23.2,71.6,PaidOff,0,100.0,78.6,True,15,1577,6,0,39,0
CUST-003882,Female,Professional,54342,18.0,72.4,None,300,78.6,68.0,False,0,0,12,5,195,0
CUST-003883,Female,Skilled,32427,84.1,50.1,None,540,55.7,65.3,True,7,1764,12,1,126,0
CUST-003884,Male,Self-Employed,38549,29.8,69.2,None,300,68.7,72.7,True,12,698,24,0,35,0
CUST-003885,Female,Professional,78196,60.5,80.2,None,350,80.5,62.8,True,12,1220,60,3,56,0
CUST-003886,Female,Self-Employed,46012,16.2,56.0,None,300,67.6,63.0,True,11,1532,36,1,13,1
CUST-003887,Female,Clerical,21552,24.2,73.8,None,300,88.5,78.6,False,0,0,6,1,27,0
CUST-003888,Female,Professional,57237,35.7,68.7,Arrears,0,100.0,95.5,True,16,656,12,0,218,0
CUST-003889,Female,Clerical,13027,19.2,67.7,Current,0,100.0,75.1,False,0,0,12,2,56,1
CUST-003890,Male,Skilled,41599,32.6,66.3,None,300,76.7,78.7,True,7,1341,24,0,107,0
CUST-003891,Female,Self-Employed,38854,28.0,72.5,Current,0,100.0,98.6,True,7,772,6,0,21,0
CUST-003892,Female,Unemployed,10561,56.4,48.8,None,300,55.4,57.5,True,15,990,24,0,155,1
CUST-003893,Female,Professional,95000,14.9,77.8,None,300,77.8,80.0,True,19,1018,12,0,148,0
CUST-003894,Male,Self-Employed,35291,64.9,64.7,None,300,56.4,38.6,False,0,0,6,0,16,0
CUST-003895,Female,Skilled,39715,42.4,59.5,None,340,54.4,49.0,True,11,1243,12,1,117,0
CUST-003896,Female,Professional,57425,19.6,57.3,Current,0,100.0,64.4,False,0,0,12,2,86,0
CUST-003897,Male,Professional,62993,40.5,73.9,Current,0,100.0,86.6,False,0,0,24,2,77,0
CUST-003898,Female,Clerical,20158,61.8,63.2,None,300,76.8,46.2,True,15,717,6,0,41,0
CUST-003899,Female,Professional,51819,67.4,63.2,None,300,65.2,73.5,True,14,1470,6,2,206,1
